Location,Bed,Bath,To-let From,Rent,Title,Region
"Rangpur Sadar, Rangpur",3,2,December Rent ,10000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",1,1,December Rent ,2500,"Family Room Rent Rangpur Sadar, Rangpur",Rangpur
"Babukha, Rangpur Sadar",2,1,December Rent ,4500,"Family House Rent Babukha, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,2,December Rent ,7500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Dinajpur Sadar, Dinajpur",2,1,December Rent ,6000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Dinajpur Sadar, Dinajpur",2,2,January Rent ,6000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Babukha, Rangpur Sadar",1,1,December Rent ,4000,"Family House Rent Babukha, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",1,1,December Rent ,2600,"Bachelor Seat Rent Rangpur Sadar, Rangpur",Rangpur
"Ashratpur, Rangpur Sadar",2,1,December Rent ,4500,"Family House Rent Ashratpur, Rangpur Sadar",Rangpur
"Lalbag, Rangpur Sadar",1,1,December Rent ,7200,"Bachelor Room Rent Lalbag, Rangpur Sadar",Rangpur
"Kamal Kachna, Rangpur Sadar",2,2,December Rent ,4500,"Family Flat Rent Kamal Kachna, Rangpur Sadar",Rangpur
"Dinajpur Sadar, Dinajpur",3,2,December Rent ,9000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Ramnagar, Dinajpur Sadar",2,2,December Rent ,5500,"Family House Rent Ramnagar, Dinajpur Sadar",Rangpur
"Polash Para, Gaibandha sadar",2,1,December Rent ,3500,"Family Flat Rent Polash Para, Gaibandha sadar",Rangpur
"Rangpur Sadar, Rangpur",2,1,December Rent ,6000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Munshi Para, Rangpur Sadar",3,3,January Rent ,10000,"Family House Rent Munshi Para, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,2,December Rent ,6000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,December Rent ,9000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,December Rent ,7500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Ganeshpur, Rangpur Sadar",2,2,December Rent ,6000,"Family House Rent Ganeshpur, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",3,3,December Rent ,13000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",3,2,December Rent ,13500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Mulatol, Rangpur Sadar",2,1,December Rent ,6500,"Family House Rent Mulatol, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",1,1,December Rent ,5500,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Babukha, Rangpur Sadar",2,1,December Rent ,5500,"Family House Rent Babukha, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,1,December Rent ,6000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Ashratpur, Rangpur Sadar",1,1,December Rent ,2500,"Bachelor Room Rent Ashratpur, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,1,December Rent ,6000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,December Rent ,5000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,1,November Rent ,5700,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Lalbag, Rangpur Sadar",2,1,December Rent ,3800,"Bachelor House Rent Lalbag, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",1,1,December Rent ,4500,"Bachelor House Rent Rangpur Sadar, Rangpur",Rangpur
"Kamar Para, Rangpur Sadar",1,1,December Rent ,4000,"Family Flat Rent Kamar Para, Rangpur Sadar",Rangpur
"Shatgara, Rangpur Sadar",2,1,December Rent ,5000,"Family House Rent Shatgara, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,2,December Rent ,7500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Munshi Para, Rangpur Sadar",2,2,December Rent ,8000,"Family House Rent Munshi Para, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,2,December Rent ,8500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Jummapara, Rangpur Sadar",2,2,December Rent ,8000,"Family House Rent Jummapara, Rangpur Sadar",Rangpur
"Darshana More, Rangpur Sadar",3,2,January Rent ,10000,"Family House Rent Darshana More, Rangpur Sadar",Rangpur
"Fakirpara, Dinajpur Sadar",2,2,December Rent ,6000,"Family House Rent Fakirpara, Dinajpur Sadar",Rangpur
"Thakurgaon Sadar, Thakurgaon",2,1,December Rent ,5000,"Family House Rent Thakurgaon Sadar, Thakurgaon",Rangpur
"Thakurgaon Sadar, Thakurgaon",1,1,December Rent ,3500,"Family Room Rent Thakurgaon Sadar, Thakurgaon",Rangpur
"Kamar Para, Rangpur Sadar",1,1,November Rent ,4000,"Bachelor House Rent Kamar Para, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",1,1,November Rent ,2500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Darshana More, Rangpur Sadar",3,1,November Rent ,5000,"Bachelor House Rent Darshana More, Rangpur Sadar",Rangpur
"Guratipara, Rangpur Sadar",1,2,November Rent ,3500,"Family House Rent Guratipara, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,2,November Rent ,5500,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,November Rent ,7000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Alomnagar, Rangpur Sadar",5,2,December Rent ,10000,"Family House Rent Alomnagar, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,2,December Rent ,10400,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Panchagarh Sadar, Panchagarh",2,1,November Rent ,5500,"Family House Rent Panchagarh Sadar, Panchagarh",Rangpur
"Thakurgaon Sadar, Thakurgaon",2,2,December Rent ,6000,"Family House Rent Thakurgaon Sadar, Thakurgaon",Rangpur
"Hazipara, Thakurgaon Sadar",2,2,November Rent ,6000,"Family House Rent Hazipara, Thakurgaon Sadar",Rangpur
"Thakurgaon Sadar, Thakurgaon",2,2,November Rent ,6000,"Family House Rent Thakurgaon Sadar, Thakurgaon",Rangpur
"Guratipara, Rangpur Sadar",1,2,November Rent ,3500,"Family House Rent Guratipara, Rangpur Sadar",Rangpur
"Kamal Kachna, Rangpur Sadar",2,1,November Rent ,7000,"Family House Rent Kamal Kachna, Rangpur Sadar",Rangpur
"Kamar Para, Rangpur Sadar",3,1,November Rent ,4000,"Family House Rent Kamar Para, Rangpur Sadar",Rangpur
"Khalifa Para, Rangpur Sadar",2,1,November Rent ,5500,"Family House Rent Khalifa Para, Rangpur Sadar",Rangpur
"Shatgara, Rangpur Sadar",2,1,November Rent ,6000,"Family House Rent Shatgara, Rangpur Sadar",Rangpur
"Dinajpur Sadar, Dinajpur",2,2,December Rent ,6000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Dinajpur Sadar, Dinajpur",2,1,November Rent ,5500,"Family Flat Rent Dinajpur Sadar, Dinajpur",Rangpur
"Goalpara, Thakurgaon Sadar",2,2,November Rent ,2500,"Family House Rent Goalpara, Thakurgaon Sadar",Rangpur
"Rangpur Sadar, Rangpur",1,1,November Rent ,4000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Keranipara, Rangpur Sadar",1,1,November Rent ,5000,"Bachelor House Rent Keranipara, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",1,1,November Rent ,3000,"Bachelor Room Rent Rangpur Sadar, Rangpur",Rangpur
"Munshi Para, Rangpur Sadar",3,2,November Rent ,9000,"Family Flat Rent Munshi Para, Rangpur Sadar",Rangpur
"Dinajpur Sadar, Dinajpur",1,1,November Rent ,4000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Dinajpur Sadar, Dinajpur",4,2,November Rent ,3800,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Dinajpur Sadar, Dinajpur",2,1,November Rent ,3500,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Rangpur Sadar, Rangpur",3,2,November Rent ,8500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,1,November Rent ,5000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,November Rent ,6000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Babukha, Rangpur Sadar",2,1,November Rent ,5500,"Family House Rent Babukha, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,2,November Rent ,8000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Shatgara, Rangpur Sadar",2,1,November Rent ,6000,"Family House Rent Shatgara, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,2,October Rent ,8000,"Bachelor House Rent Rangpur Sadar, Rangpur",Rangpur
"Munshi Para, Rangpur Sadar",3,3,November Rent ,10000,"Family House Rent Munshi Para, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",1,1,November Rent ,3200,"Bachelor House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,December Rent ,6000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,November Rent ,9000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Mulatol, Rangpur Sadar",2,2,October Rent ,4500,"Family House Rent Mulatol, Rangpur Sadar",Rangpur
"Dinajpur Sadar, Dinajpur",2,1,November Rent ,4500,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Dinajpur Sadar, Dinajpur",2,2,December Rent ,7000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Dinajpur Sadar, Dinajpur",2,2,November Rent ,3500,"Family Flat Rent Dinajpur Sadar, Dinajpur",Rangpur
"Rangpur Sadar, Rangpur",1,1,November Rent ,3500,"Family Room Rent Rangpur Sadar, Rangpur",Rangpur
"Keranipara, Rangpur Sadar",2,2,November Rent ,7500,"Family House Rent Keranipara, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",1,1,November Rent ,1900,"Bachelor Seat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,1,November Rent ,7000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,November Rent ,7500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,1,October Rent ,5000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Dinajpur Sadar, Dinajpur",2,2,October Rent ,12000,"Family Flat Rent Dinajpur Sadar, Dinajpur",Rangpur
"Mulatol, Rangpur Sadar",2,2,October Rent ,4500,"Family Flat Rent Mulatol, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,2,November Rent ,7500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,November Rent ,9000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",N/A,1,October Rent ,3500,"Sublet Room Rent Rangpur Sadar, Rangpur Room: 1, Bath: 1 To-let from:
                                October Rent : 3500 BDT Save Property Add to Compare",Rangpur
"Rangpur Sadar, Rangpur",2,2,November Rent ,8500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",3,2,November Rent ,7000,"Bachelor Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",1,1,November Rent ,5000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,October Rent ,6000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,1,October Rent ,4500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Alomnagar, Rangpur Sadar",6,3,October Rent ,12000,"Family House Rent Alomnagar, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,1,October Rent ,3500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,1,October Rent ,6500,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",1,1,October Rent ,5500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",3,2,October Rent ,13000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Ganeshpur, Rangpur Sadar",3,2,October Rent ,7000,"Family House Rent Ganeshpur, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,1,October Rent ,7000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",3,2,October Rent ,6000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Ashratpur, Rangpur Sadar",3,2,November Rent ,7000,"Family House Rent Ashratpur, Rangpur Sadar",Rangpur
"Kamar Para, Rangpur Sadar",1,2,October Rent ,5000,"Family House Rent Kamar Para, Rangpur Sadar",Rangpur
"Mulatol, Rangpur Sadar",2,2,October Rent ,8000,"Family House Rent Mulatol, Rangpur Sadar",Rangpur
"Dinajpur Sadar, Dinajpur",3,2,October Rent ,9000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Uposhohor, Dinajpur Sadar",1,1,October Rent ,3500,"Family House Rent Uposhohor, Dinajpur Sadar",Rangpur
"Dinajpur Sadar, Dinajpur",2,1,October Rent ,3000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Dinajpur Sadar, Dinajpur",1,1,October Rent ,2200,"Bachelor Room Rent Dinajpur Sadar, Dinajpur",Rangpur
"Keranipara, Rangpur Sadar",3,2,October Rent ,4000,"Family House Rent Keranipara, Rangpur Sadar",Rangpur
"Kamal Kachna, Rangpur Sadar",2,1,October Rent ,4500,"Family House Rent Kamal Kachna, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,2,October Rent ,6500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,1,October Rent ,5700,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,1,October Rent ,5000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,October Rent ,8500,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Munshi Para, Rangpur Sadar",2,1,October Rent ,7000,"Family Flat Rent Munshi Para, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",3,2,October Rent ,12400,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Dinajpur Sadar, Dinajpur",2,1,October Rent ,3200,"Bachelor House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Dinajpur Sadar, Dinajpur",2,1,October Rent ,5000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Dinajpur Sadar, Dinajpur",1,1,October Rent ,3500,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Rangpur Sadar, Rangpur",3,2,October Rent ,7000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,1,October Rent ,5000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Kamal Kachna, Rangpur Sadar",2,2,October Rent ,7000,"Family House Rent Kamal Kachna, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,2,October Rent ,8000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,October Rent ,7000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Alomnagar, Rangpur Sadar",2,2,October Rent ,7000,"Family House Rent Alomnagar, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",3,2,October Rent ,8000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,1,October Rent ,6000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Munshi Para, Rangpur Sadar",3,3,October Rent ,12000,"Family House Rent Munshi Para, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",3,2,September Rent ,8500,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,October Rent ,6000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Dinajpur Sadar, Dinajpur",1,1,September Rent ,3500,"Bachelor Room Rent Dinajpur Sadar, Dinajpur",Rangpur
"Thakurgaon Sadar, Thakurgaon",2,1,September Rent ,5000,"Family House Rent Thakurgaon Sadar, Thakurgaon",Rangpur
"Alomnagar, Rangpur Sadar",3,3,October Rent ,7500,"Family Flat Rent Alomnagar, Rangpur Sadar",Rangpur
"Suihari, Dinajpur Sadar",2,2,September Rent ,6000,"Family House Rent Suihari, Dinajpur Sadar",Rangpur
"Dinajpur Sadar, Dinajpur",1,1,September Rent ,3000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Panchagarh Sadar, Panchagarh",2,1,September Rent ,5500,"Family Flat Rent Panchagarh Sadar, Panchagarh",Rangpur
"Hazipara, Thakurgaon Sadar",2,2,September Rent ,7500,"Family House Rent Hazipara, Thakurgaon Sadar",Rangpur
"Rangpur Sadar, Rangpur",1,1,September Rent ,3500,"Bachelor Room Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,September Rent ,8500,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,1,September Rent ,5000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,1,September Rent ,10000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"New Jummapara, Rangpur Sadar",2,2,September Rent ,7500,"Family House Rent New Jummapara, Rangpur Sadar",Rangpur
"New Jummapara, Rangpur Sadar",2,2,September Rent ,5500,"Family House Rent New Jummapara, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,2,September Rent ,6000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",1,1,September Rent ,2000,"Bachelor Seat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,September Rent ,7500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Guratipara, Rangpur Sadar",1,1,September Rent ,4000,"Family House Rent Guratipara, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",3,2,September Rent ,7000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Kamal Kachna, Rangpur Sadar",2,1,September Rent ,5000,"Family Flat Rent Kamal Kachna, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",3,2,September Rent ,6500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,September Rent ,5000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",1,1,September Rent ,3000,"Bachelor Room Rent Rangpur Sadar, Rangpur",Rangpur
"Dinajpur Sadar, Dinajpur",3,2,September Rent ,10000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Dinajpur Sadar, Dinajpur",2,1,September Rent ,7000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Dinajpur Sadar, Dinajpur",1,1,September Rent ,4000,"Family House Rent Dinajpur Sadar, Dinajpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,September Rent ,10000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Alomnagar, Rangpur Sadar",2,1,September Rent ,3500,"Family House Rent Alomnagar, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",3,2,September Rent ,7500,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",1,1,September Rent ,3500,"Bachelor House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,September Rent ,8000,"Family House Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",1,1,September Rent ,3700,"Bachelor Room Rent Rangpur Sadar, Rangpur",Rangpur
"Darshana More, Rangpur Sadar",2,1,August Rent ,5000,"Family House Rent Darshana More, Rangpur Sadar",Rangpur
"Rangpur Sadar, Rangpur",2,1,September Rent ,7000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",2,2,September Rent ,9000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",3,2,September Rent ,7000,"Family Flat Rent Rangpur Sadar, Rangpur",Rangpur
"Rangpur Sadar, Rangpur",N/A,1,September Rent ,3500,"Sublet Room Rent Rangpur Sadar, Rangpur Room: 1, Bath: 1 To-let from:
                                September Rent : 3500 BDT Save Property Add to Compare",Rangpur
"Dinajpur Sadar, Dinajpur",2,2,September Rent ,6000,"Family Flat Rent Dinajpur Sadar, Dinajpur",Rangpur
"Boalia, Rajshahi",2,1,September Rent ,7000,"Family Flat Rent Boalia, Rajshahi",Rajshahi
"Bogra Sadar, Bogra",1,1,October Rent ,2000,"Bachelor Seat Rent Bogra Sadar, Bogra",Rajshahi
"Padma Residential Area, Rajshahi Sadar",3,3,October Rent ,14000,"Family Flat Rent Padma Residential Area, Rajshahi Sadar",Rajshahi
"Rajshahi Sadar, Rajshahi",1,1,October Rent ,3500,"Family House Rent Rajshahi Sadar, Rajshahi",Rajshahi
"Kazla, Rajshahi Sadar",1,1,September Rent ,2800,"Family Room Rent Kazla, Rajshahi Sadar",Rajshahi
"Dingadoba, Rajshahi Sadar",2,2,October Rent ,4700,"Family Room Rent Dingadoba, Rajshahi Sadar",Rajshahi
"Rajshahi Sadar, Rajshahi",1,1,October Rent ,2300,"Bachelor Seat Rent Rajshahi Sadar, Rajshahi",Rajshahi
"Rajshahi Sadar, Rajshahi",1,1,October Rent ,2300,"Bachelor Seat Rent Rajshahi Sadar, Rajshahi",Rajshahi
"Sapura, Rajshahi Sadar",2,1,October Rent ,1400,"Bachelor Seat Rent Sapura, Rajshahi Sadar",Rajshahi
"Ramchandrapur, Rajshahi Sadar",1,1,October Rent ,3000,"Bachelor Seat Rent Ramchandrapur, Rajshahi Sadar",Rajshahi
"Sipaipara, Rajshahi Sadar",1,1,October Rent ,5000,"Family Room Rent Sipaipara, Rajshahi Sadar",Rajshahi
"Boalia, Rajshahi",3,1,October Rent ,9500,"Family Room Rent Boalia, Rajshahi",Rajshahi
"Hatem Khan, Rajshahi Sadar",3,3,October Rent ,13000,"Family Room Rent Hatem Khan, Rajshahi Sadar",Rajshahi
"Nowdapara, Rajshahi Sadar",3,2,October Rent ,6500,"Family Room Rent Nowdapara, Rajshahi Sadar",Rajshahi
"Rajshahi Sadar, Rajshahi",2,2,October Rent ,11000,"Family Room Rent Rajshahi Sadar, Rajshahi",Rajshahi
"Hatem Khan, Rajshahi Sadar",1,1,October Rent ,2500,"Bachelor Seat Rent Hatem Khan, Rajshahi Sadar",Rajshahi
"Ghoramara, Rajshahi Sadar",3,1,October Rent ,9000,"Family House Rent Ghoramara, Rajshahi Sadar",Rajshahi
"Nowdapara, Rajshahi Sadar",3,2,September Rent ,8000,"Family House Rent Nowdapara, Rajshahi Sadar",Rajshahi
"Boalia, Rajshahi",3,2,October Rent ,7500,"Family Flat Rent Boalia, Rajshahi",Rajshahi
"Rajshahi Sadar, Rajshahi",1,1,October Rent ,1700,"Bachelor Seat Rent Rajshahi Sadar, Rajshahi",Rajshahi
"Bogra Sadar, Bogra",1,1,October Rent ,3200,"Family Room Rent Bogra Sadar, Bogra",Rajshahi
"Laxmipur, Rajshahi Sadar",N/A,1,September Rent ,4000,"Sublet Room Rent Laxmipur, Rajshahi Sadar Room: 1, Bath: 1 To-let from:
                                September Rent : 4000 BDT Save Property Add to Compare",Rajshahi
"Naogaon Sadar, Naogaon",3,2,September Rent ,9000,"Family Flat Rent Naogaon Sadar, Naogaon",Rajshahi
"Borogola, Bogra Sadar",2,2,September Rent ,4500,"Family Room Rent Borogola, Bogra Sadar",Rajshahi
"Bogra Sadar, Bogra",1,1,September Rent ,2000,"Bachelor Seat Rent Bogra Sadar, Bogra",Rajshahi
"Bogra Sadar, Bogra",3,1,September Rent ,6000,"Family Room Rent Bogra Sadar, Bogra",Rajshahi
"Bogra Sadar, Bogra",1,1,October Rent ,1700,"Bachelor Seat Rent Bogra Sadar, Bogra",Rajshahi
"Bogra Sadar, Bogra",2,2,September Rent ,4500,"Family Room Rent Bogra Sadar, Bogra",Rajshahi
"Bogra Sadar, Bogra",2,2,October Rent ,4000,"Family Flat Rent Bogra Sadar, Bogra",Rajshahi
"Bogra Sadar, Bogra",2,2,October Rent ,4000,"Family Flat Rent Bogra Sadar, Bogra",Rajshahi
"Naogaon Sadar, Naogaon",3,2,September Rent ,5500,"Family Room Rent Naogaon Sadar, Naogaon",Rajshahi
"Chakdev, Naogaon Sadar",2,2,September Rent ,10500,"Family Room Rent Chakdev, Naogaon Sadar",Rajshahi
