Location,Bed,Bath,To-let From,Rent,Title,Region,Month,SubArea,PropertyType
"Sylhet Sadar, Sylhet",4,3,September Rent ,13000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Family
"Inatabad, Habiganj Sadar",3,2,September Rent ,10000,"Family House Rent Inatabad, Habiganj Sadar",Sylhet,9,Inatabad,Family
"Habiganj Sadar, Habiganj",2,1,September Rent ,6500,"Family House Rent Habiganj Sadar, Habiganj",Sylhet,9,Habiganj Sadar,Family
"Moulvibazar Sadar, Maulvibazar",2,1,September Rent ,11500,"Family House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,9,Moulvibazar Sadar,Family
"Pagulia, Moulvibazar Sadar",3,2,September Rent ,10000,"Family House Rent Pagulia, Moulvibazar Sadar",Sylhet,9,Pagulia,Family
"Moulvibazar Sadar, Maulvibazar",0,1,September Rent ,6500,"Sublet Room Rent Moulvibazar Sadar, Maulvibazar Room: 2, Bath: 1 To-let from:
                                September Rent : 6500 BDT Save Property Add to Compare",Sylhet,9,Moulvibazar Sadar,Sublet
"Rajnagar, Habiganj Sadar",2,2,September Rent ,11500,"Family House Rent Rajnagar, Habiganj Sadar",Sylhet,9,Rajnagar,Family
"Sylhet Sadar, Sylhet",1,1,September Rent ,2500,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",2,1,September Rent ,7000,"Bachelor Room Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Bachelor Room
"Sylhet Sadar, Sylhet",3,2,September Rent ,13000,"Family Unit Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",1,1,September Rent ,1700,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",1,1,September Rent ,2500,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",2,2,September Rent ,13000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Family
"Ambarkhana, Sylhet Sadar",4,1,September Rent ,10000,"Family Room Rent Ambarkhana, Sylhet Sadar",Sylhet,9,Ambarkhana,Family
"Shibgonj, Sylhet Sadar",3,2,September Rent ,10000,"Family House Rent Shibgonj, Sylhet Sadar",Sylhet,9,Shibgonj,Family
"Upashahar, Sylhet Sadar",1,1,September Rent ,5000,"Bachelor Room Rent Upashahar, Sylhet Sadar",Sylhet,9,Upashahar,Bachelor Room
"Ambarkhana, Sylhet Sadar",2,2,September Rent ,38000,"Family Flat Rent Ambarkhana, Sylhet Sadar",Sylhet,9,Ambarkhana,Family
"Sylhet Sadar, Sylhet",2,1,September Rent ,8500,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Family
"Tultikar, Sylhet Sadar",2,2,September Rent ,10000,"Family House Rent Tultikar, Sylhet Sadar",Sylhet,9,Tultikar,Family
"Ambarkhana, Sylhet Sadar",1,1,September Rent ,1750,"Bachelor Seat Rent Ambarkhana, Sylhet Sadar",Sylhet,9,Ambarkhana,Bachelor Seat
"Shaistanagar, Habiganj Sadar",2,1,September Rent ,7500,"Family House Rent Shaistanagar, Habiganj Sadar",Sylhet,9,Shaistanagar,Family
"Habiganj Sadar, Habiganj",2,2,September Rent ,9100,"Family House Rent Habiganj Sadar, Habiganj",Sylhet,9,Habiganj Sadar,Family
"Moulvibazar Sadar, Maulvibazar",2,1,September Rent ,7500,"Family House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,9,Moulvibazar Sadar,Family
"Chowmohuna, Moulvibazar Sadar",2,1,September Rent ,3200,"Family House Rent Chowmohuna, Moulvibazar Sadar",Sylhet,9,Chowmohuna,Family
"Jalalabad, Sylhet",2,1,September Rent ,8000,"Family House Rent Jalalabad, Sylhet",Sylhet,9,Jalalabad,Family
"Sylhet Sadar, Sylhet",2,1,September Rent ,8500,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",1,1,August Rent ,3500,"Bachelor Room Rent Sylhet Sadar, Sylhet",Sylhet,8,Sylhet Sadar,Bachelor Room
"Sylhet Sadar, Sylhet",1,1,September Rent ,4000,"Bachelor Room Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Bachelor Room
"Upashahar, Sylhet Sadar",1,1,September Rent ,2500,"Bachelor Seat Rent Upashahar, Sylhet Sadar",Sylhet,9,Upashahar,Bachelor Seat
"Sylhet Sadar, Sylhet",1,1,September Rent ,6500,"Bachelor Room Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Bachelor Room
"Sylhet Sadar, Sylhet",3,1,September Rent ,10000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Family
"Mira Bazar, Sylhet Sadar",3,2,September Rent ,21000,"Family House Rent Mira Bazar, Sylhet Sadar",Sylhet,9,Mira Bazar,Family
"Ambarkhana, Sylhet Sadar",1,1,August Rent ,3200,"Bachelor Seat Rent Ambarkhana, Sylhet Sadar",Sylhet,8,Ambarkhana,Bachelor Seat
"Jalalabad, Sylhet",1,1,August Rent ,1900,"Bachelor Seat Rent Jalalabad, Sylhet",Sylhet,8,Jalalabad,Bachelor Seat
"Sylhet Sadar, Sylhet",1,1,September Rent ,7000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Family
"Upashahar, Sylhet Sadar",1,1,September Rent ,3000,"Bachelor Seat Rent Upashahar, Sylhet Sadar",Sylhet,9,Upashahar,Bachelor Seat
"Ambarkhana, Sylhet Sadar",2,1,August Rent ,9500,"Family House Rent Ambarkhana, Sylhet Sadar",Sylhet,8,Ambarkhana,Family
"Sylhet Sadar, Sylhet",1,1,August Rent ,1500,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,8,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",1,1,September Rent ,6200,"Bachelor Room Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Bachelor Room
"Sylhet Sadar, Sylhet",1,1,September Rent ,4000,"Bachelor Room Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Bachelor Room
"Shibgonj, Sylhet Sadar",2,1,September Rent ,13000,"Bachelor House Rent Shibgonj, Sylhet Sadar",Sylhet,9,Shibgonj,Other
"Sylhet Sadar, Sylhet",2,1,September Rent ,8750,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,9,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",2,1,August Rent ,6500,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,8,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",1,1,August Rent ,1500,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,8,Sylhet Sadar,Bachelor Seat
"Ambarkhana, Sylhet Sadar",0,1,August Rent ,3500,"Sublet Room Rent Ambarkhana, Sylhet Sadar Room: 1, Bath: 1 To-let from:
                                August Rent : 3500 BDT Save Property Add to Compare",Sylhet,8,Ambarkhana,Sublet
"Sylhet Sadar, Sylhet",0,1,August Rent ,7000,"Sublet Room Rent Sylhet Sadar, Sylhet Room: 1, Bath: 1 To-let from:
                                August Rent : 7000 BDT Save Property Add to Compare",Sylhet,8,Sylhet Sadar,Sublet
"Habiganj Sadar, Habiganj",2,1,August Rent ,6500,"Family House Rent Habiganj Sadar, Habiganj",Sylhet,8,Habiganj Sadar,Family
"Sylhet Sadar, Sylhet",2,1,August Rent ,6000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,8,Sylhet Sadar,Family
"Ambarkhana, Sylhet Sadar",0,1,July Rent ,5000,"Sublet Room Rent Ambarkhana, Sylhet Sadar Room: 1, Bath: 1 To-let from:
                                July Rent : 5000 BDT Save Property Add to Compare",Sylhet,7,Ambarkhana,Sublet
"Kalimabad, Moulvibazar Sadar",3,2,July Rent ,15000,"Family Flat Rent Kalimabad, Moulvibazar Sadar",Sylhet,7,Kalimabad,Family
"Moulvibazar Sadar, Maulvibazar",4,2,July Rent ,55000,"Family House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,7,Moulvibazar Sadar,Family
"Moulvibazar Sadar, Maulvibazar",0,1,July Rent ,7500,"Sublet Room Rent Moulvibazar Sadar, Maulvibazar Room: 2, Bath: 1 To-let from:
                                July Rent : 7500 BDT Save Property Add to Compare",Sylhet,7,Moulvibazar Sadar,Sublet
"Khasdabir, Sylhet Sadar",2,2,July Rent ,28000,"Family Flat Rent Khasdabir, Sylhet Sadar",Sylhet,7,Khasdabir,Family
"Payra, Sylhet Sadar",1,1,July Rent ,2125,"Bachelor Seat Rent Payra, Sylhet Sadar",Sylhet,7,Payra,Bachelor Seat
"Ambarkhana, Sylhet Sadar",1,1,July Rent ,2500,"Bachelor Seat Rent Ambarkhana, Sylhet Sadar",Sylhet,7,Ambarkhana,Bachelor Seat
"Ambarkhana, Sylhet Sadar",1,1,July Rent ,4500,"Bachelor Room Rent Ambarkhana, Sylhet Sadar",Sylhet,7,Ambarkhana,Bachelor Room
"Sylhet Sadar, Sylhet",1,1,July Rent ,1500,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,7,Sylhet Sadar,Bachelor Seat
"Ambarkhana, Sylhet Sadar",4,3,August Rent ,60000,"Family Flat Rent Ambarkhana, Sylhet Sadar",Sylhet,8,Ambarkhana,Family
"Sylhet Sadar, Sylhet",3,2,July Rent ,16000,"Family Unit Rent Sylhet Sadar, Sylhet",Sylhet,7,Sylhet Sadar,Family
"Ambarkhana, Sylhet Sadar",2,1,July Rent ,9500,"Family House Rent Ambarkhana, Sylhet Sadar",Sylhet,7,Ambarkhana,Family
"Zindabazar, Sylhet Sadar",1,1,July Rent ,1900,"Bachelor Seat Rent Zindabazar, Sylhet Sadar",Sylhet,7,Zindabazar,Bachelor Seat
"Sylhet Sadar, Sylhet",1,1,July Rent ,2500,"Bachelor Room Rent Sylhet Sadar, Sylhet",Sylhet,7,Sylhet Sadar,Bachelor Room
"Ambarkhana, Sylhet Sadar",3,2,July Rent ,35000,"Family Flat Rent Ambarkhana, Sylhet Sadar",Sylhet,7,Ambarkhana,Family
"Lama Para, Sylhet Sadar",1,1,July Rent ,5000,"Bachelor Room Rent Lama Para, Sylhet Sadar",Sylhet,7,Lama Para,Bachelor Room
"Sylhet Sadar, Sylhet",2,2,June Rent ,10000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,6,Sylhet Sadar,Family
"Majortila, Sylhet Sadar",0,1,June Rent ,3500,"Sublet Room Rent Majortila, Sylhet Sadar Room: 1, Bath: 1 To-let from:
                                June Rent : 3500 BDT Save Property Add to Compare",Sylhet,6,Majortila,Sublet
"Sylhet Sadar, Sylhet",2,1,June Rent ,8500,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,6,Sylhet Sadar,Family
"Ambarkhana, Sylhet Sadar",3,3,June Rent ,50000,"Family Flat Rent Ambarkhana, Sylhet Sadar",Sylhet,6,Ambarkhana,Family
"Upashahar, Sylhet Sadar",1,1,June Rent ,2300,"Bachelor Seat Rent Upashahar, Sylhet Sadar",Sylhet,6,Upashahar,Bachelor Seat
"Sylhet Sadar, Sylhet",0,1,July Rent ,5500,"Sublet Room Rent Sylhet Sadar, Sylhet Room: 1, Bath: 1 To-let from:
                                July Rent : 5500 BDT Save Property Add to Compare",Sylhet,7,Sylhet Sadar,Sublet
"Mira Bazar, Sylhet Sadar",3,3,May Rent ,12000,"Family House Rent Mira Bazar, Sylhet Sadar",Sylhet,5,Mira Bazar,Family
"Borobari, Moulvibazar Sadar",2,2,June Rent ,7000,"Family House Rent Borobari, Moulvibazar Sadar",Sylhet,6,Borobari,Family
"Moulvibazar Sadar, Maulvibazar",1,1,June Rent ,2000,"Bachelor Room Rent Moulvibazar Sadar, Maulvibazar",Sylhet,6,Moulvibazar Sadar,Bachelor Room
"Moulvibazar Sadar, Maulvibazar",1,1,June Rent ,3000,"Bachelor Room Rent Moulvibazar Sadar, Maulvibazar",Sylhet,6,Moulvibazar Sadar,Bachelor Room
"Sylhet Sadar, Sylhet",1,1,June Rent ,2300,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,6,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",1,1,May Rent ,2300,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,5,Sylhet Sadar,Bachelor Seat
"Upashahar, Sylhet Sadar",1,1,June Rent ,5000,"Bachelor Room Rent Upashahar, Sylhet Sadar",Sylhet,6,Upashahar,Bachelor Room
"Sylhet Sadar, Sylhet",2,1,June Rent ,5000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,6,Sylhet Sadar,Family
"Pagulia, Moulvibazar Sadar",1,1,June Rent ,6000,"Family House Rent Pagulia, Moulvibazar Sadar",Sylhet,6,Pagulia,Family
"Moulvibazar Sadar, Maulvibazar",4,3,June Rent ,10500,"Family House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,6,Moulvibazar Sadar,Family
"Moulvibazar Sadar, Maulvibazar",3,2,June Rent ,15000,"Family Flat Rent Moulvibazar Sadar, Maulvibazar",Sylhet,6,Moulvibazar Sadar,Family
"Moulvibazar Sadar, Maulvibazar",2,1,June Rent ,7000,"Family House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,6,Moulvibazar Sadar,Family
"Moulvibazar Sadar, Maulvibazar",2,2,June Rent ,8600,"Family Flat Rent Moulvibazar Sadar, Maulvibazar",Sylhet,6,Moulvibazar Sadar,Family
"Moulvibazar Sadar, Maulvibazar",4,2,June Rent ,14000,"Bachelor House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,6,Moulvibazar Sadar,Other
"Moulvibazar Sadar, Maulvibazar",3,1,June Rent ,6000,"Bachelor Flat Rent Moulvibazar Sadar, Maulvibazar",Sylhet,6,Moulvibazar Sadar,Flat
"Ambarkhana, Sylhet Sadar",1,1,May Rent ,1500,"Bachelor Seat Rent Ambarkhana, Sylhet Sadar",Sylhet,5,Ambarkhana,Bachelor Seat
"Sylhet Sadar, Sylhet",2,2,May Rent ,14000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,5,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",0,1,May Rent ,7500,"Sublet Room Rent Sylhet Sadar, Sylhet Room: 2, Bath: 1 To-let from:
                                May Rent : 7500 BDT Save Property Add to Compare",Sylhet,5,Sylhet Sadar,Sublet
"Majortila, Sylhet Sadar",2,2,May Rent ,7000,"Family House Rent Majortila, Sylhet Sadar",Sylhet,5,Majortila,Family
"Sylhet Sadar, Sylhet",1,1,May Rent ,3000,"Bachelor Room Rent Sylhet Sadar, Sylhet",Sylhet,5,Sylhet Sadar,Bachelor Room
"Sylhet Sadar, Sylhet",1,1,May Rent ,1250,"Bachelor Room Rent Sylhet Sadar, Sylhet",Sylhet,5,Sylhet Sadar,Bachelor Room
"Upashahar, Sylhet Sadar",3,2,May Rent ,13000,"Family House Rent Upashahar, Sylhet Sadar",Sylhet,5,Upashahar,Family
"Airport, Sylhet",1,1,May Rent ,1750,"Bachelor Seat Rent Airport, Sylhet",Sylhet,5,Airport,Bachelor Seat
"Ambarkhana, Sylhet Sadar",2,1,April Rent ,9500,"Family House Rent Ambarkhana, Sylhet Sadar",Sylhet,4,Ambarkhana,Family
"Sylhet Sadar, Sylhet",2,2,May Rent ,12500,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,5,Sylhet Sadar,Family
"Kadamtoli, Sylhet Sadar",3,2,May Rent ,15000,"Family House Rent Kadamtoli, Sylhet Sadar",Sylhet,5,Kadamtoli,Family
"Zindabazar, Sylhet Sadar",2,2,May Rent ,13000,"Bachelor Flat Rent Zindabazar, Sylhet Sadar",Sylhet,5,Zindabazar,Flat
"Moulvibazar Sadar, Maulvibazar",3,3,May Rent ,13000,"Family House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,5,Moulvibazar Sadar,Family
"Moulvibazar Sadar, Maulvibazar",2,1,May Rent ,7500,"Family House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,5,Moulvibazar Sadar,Family
"Moulvibazar Sadar, Maulvibazar",2,2,May Rent ,8000,"Family Flat Rent Moulvibazar Sadar, Maulvibazar",Sylhet,5,Moulvibazar Sadar,Family
"Moulvibazar Sadar, Maulvibazar",2,1,May Rent ,5500,"Family House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,5,Moulvibazar Sadar,Family
"Sylhet Sadar, Sylhet",1,1,April Rent ,2200,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,4,Sylhet Sadar,Bachelor Seat
"Moulvibazar Sadar, Maulvibazar",1,1,April Rent ,1150,"Bachelor Seat Rent Moulvibazar Sadar, Maulvibazar",Sylhet,4,Moulvibazar Sadar,Bachelor Seat
"Golapganj, Sylhet",2,1,March Rent ,6500,"Family House Rent Golapganj, Sylhet",Sylhet,3,Golapganj,Family
"Shibgonj, Sylhet Sadar",1,1,March Rent ,5000,"Bachelor Room Rent Shibgonj, Sylhet Sadar",Sylhet,3,Shibgonj,Bachelor Room
"Sylhet Sadar, Sylhet",2,2,April Rent ,10000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,4,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",3,2,April Rent ,13000,"Family Flat Rent Sylhet Sadar, Sylhet",Sylhet,4,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",2,2,March Rent ,8500,"Family Flat Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",1,1,March Rent ,3500,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Family
"Moulvibazar Sadar, Maulvibazar",3,2,March Rent ,11200,"Family Flat Rent Moulvibazar Sadar, Maulvibazar",Sylhet,3,Moulvibazar Sadar,Family
"Mira Bazar, Sylhet Sadar",1,1,February Rent ,2000,"Bachelor Seat Rent Mira Bazar, Sylhet Sadar",Sylhet,2,Mira Bazar,Bachelor Seat
"Ambarkhana, Sylhet Sadar",3,2,March Rent ,45000,"Family House Rent Ambarkhana, Sylhet Sadar",Sylhet,3,Ambarkhana,Family
"Sylhet Sadar, Sylhet",1,1,March Rent ,3500,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",1,1,February Rent ,2000,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,2,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",3,1,February Rent ,7000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,2,Sylhet Sadar,Family
"Ambarkhana, Sylhet Sadar",1,1,March Rent ,1700,"Bachelor Seat Rent Ambarkhana, Sylhet Sadar",Sylhet,3,Ambarkhana,Bachelor Seat
"Mira Bazar, Sylhet Sadar",3,2,March Rent ,10500,"Family House Rent Mira Bazar, Sylhet Sadar",Sylhet,3,Mira Bazar,Family
"Sylhet Sadar, Sylhet",0,1,March Rent ,4500,"Sublet Room Rent Sylhet Sadar, Sylhet Room: 1, Bath: 1 To-let from:
                                March Rent : 4500 BDT Save Property Add to Compare",Sylhet,3,Sylhet Sadar,Sublet
"Sylhet Sadar, Sylhet",3,3,March Rent ,15000,"Family Flat Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",1,1,March Rent ,2150,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Bachelor Seat
"Ambarkhana, Sylhet Sadar",1,1,March Rent ,3000,"Bachelor Seat Rent Ambarkhana, Sylhet Sadar",Sylhet,3,Ambarkhana,Bachelor Seat
"Sylhet Sadar, Sylhet",3,2,March Rent ,9000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",2,2,March Rent ,13000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",0,1,March Rent ,5500,"Sublet Room Rent Sylhet Sadar, Sylhet Room: 1, Bath: 1 To-let from:
                                March Rent : 5500 BDT Save Property Add to Compare",Sylhet,3,Sylhet Sadar,Sublet
"Khasdabir, Sylhet Sadar",2,2,March Rent ,15000,"Family House Rent Khasdabir, Sylhet Sadar",Sylhet,3,Khasdabir,Family
"Sylhet Sadar, Sylhet",2,2,March Rent ,8500,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",0,1,March Rent ,6000,"Sublet Room Rent Sylhet Sadar, Sylhet Room: 1, Bath: 1 To-let from:
                                March Rent : 6000 BDT Save Property Add to Compare",Sylhet,3,Sylhet Sadar,Sublet
"Sylhet Sadar, Sylhet",0,1,March Rent ,5000,"Sublet Room Rent Sylhet Sadar, Sylhet Room: 1, Bath: 1 To-let from:
                                March Rent : 5000 BDT Save Property Add to Compare",Sylhet,3,Sylhet Sadar,Sublet
"Sylhet Sadar, Sylhet",2,2,March Rent ,13000,"Family Unit Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",2,2,March Rent ,45000,"Family Flat Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",3,2,February Rent ,40000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,2,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",4,1,March Rent ,11000,"Bachelor House Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Other
"Sylhet Sadar, Sylhet",3,2,March Rent ,35000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",2,1,February Rent ,7000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,2,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",0,1,February Rent ,4500,"Sublet Room Rent Sylhet Sadar, Sylhet Room: 1, Bath: 1 To-let from:
                                February Rent : 4500 BDT Save Property Add to Compare",Sylhet,2,Sylhet Sadar,Sublet
"Sylhet Sadar, Sylhet",2,2,February Rent ,5000,"Bachelor House Rent Sylhet Sadar, Sylhet",Sylhet,2,Sylhet Sadar,Other
"Sylhet Sadar, Sylhet",1,1,February Rent ,2000,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,2,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",3,1,March Rent ,8500,"Family Flat Rent Sylhet Sadar, Sylhet",Sylhet,3,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",0,1,February Rent ,3000,"Sublet Room Rent Sylhet Sadar, Sylhet Room: 1, Bath: 1 To-let from:
                                February Rent : 3000 BDT Save Property Add to Compare",Sylhet,2,Sylhet Sadar,Sublet
"Sylhet Sadar, Sylhet",1,1,February Rent ,5000,"Bachelor Room Rent Sylhet Sadar, Sylhet",Sylhet,2,Sylhet Sadar,Bachelor Room
"Sylhet Sadar, Sylhet",4,2,February Rent ,17000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,2,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",2,2,February Rent ,12000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,2,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",3,1,February Rent ,8500,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,2,Sylhet Sadar,Family
"Moulvibazar Sadar, Maulvibazar",2,2,February Rent ,9000,"Family House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,2,Moulvibazar Sadar,Family
"Sylhet Sadar, Sylhet",0,1,January Rent ,5000,"Sublet Room Rent Sylhet Sadar, Sylhet Room: 1, Bath: 1 To-let from:
                                January Rent : 5000 BDT Save Property Add to Compare",Sylhet,1,Sylhet Sadar,Sublet
"Moulvibazar Sadar, Maulvibazar",1,1,February Rent ,2600,"Bachelor Room Rent Moulvibazar Sadar, Maulvibazar",Sylhet,2,Moulvibazar Sadar,Bachelor Room
"Moulvibazar Sadar, Maulvibazar",1,1,January Rent ,6000,"Family House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,1,Moulvibazar Sadar,Family
"Sylhet Sadar, Sylhet",1,1,January Rent ,2500,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,1,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",1,1,January Rent ,2500,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,1,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",1,1,January Rent ,1700,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,1,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",1,1,January Rent ,2100,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,1,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",1,1,January Rent ,1600,"Bachelor Seat Rent Sylhet Sadar, Sylhet",Sylhet,1,Sylhet Sadar,Bachelor Seat
"Sylhet Sadar, Sylhet",1,1,January Rent ,5500,"Bachelor Room Rent Sylhet Sadar, Sylhet",Sylhet,1,Sylhet Sadar,Bachelor Room
"Sylhet Sadar, Sylhet",0,1,February Rent ,5000,"Sublet Room Rent Sylhet Sadar, Sylhet Room: 1, Bath: 1 To-let from:
                                February Rent : 5000 BDT Save Property Add to Compare",Sylhet,2,Sylhet Sadar,Sublet
"Sylhet Sadar, Sylhet",3,2,January Rent ,14000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,1,Sylhet Sadar,Family
"Sylhet Sadar, Sylhet",1,1,January Rent ,6500,"Bachelor Room Rent Sylhet Sadar, Sylhet",Sylhet,1,Sylhet Sadar,Bachelor Room
"Sylhet Sadar, Sylhet",2,2,January Rent ,12000,"Family House Rent Sylhet Sadar, Sylhet",Sylhet,1,Sylhet Sadar,Family
"Habiganj Sadar, Habiganj",1,1,January Rent ,1700,"Bachelor Seat Rent Habiganj Sadar, Habiganj",Sylhet,1,Habiganj Sadar,Bachelor Seat
"Habiganj Sadar, Habiganj",2,1,January Rent ,8000,"Family House Rent Habiganj Sadar, Habiganj",Sylhet,1,Habiganj Sadar,Family
"Moulvibazar Sadar, Maulvibazar",1,1,January Rent ,4000,"Bachelor Seat Rent Moulvibazar Sadar, Maulvibazar",Sylhet,1,Moulvibazar Sadar,Bachelor Seat
"Moulvibazar Sadar, Maulvibazar",2,1,January Rent ,10000,"Family House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,1,Moulvibazar Sadar,Family
"Moulvibazar Sadar, Maulvibazar",2,1,January Rent ,8000,"Family House Rent Moulvibazar Sadar, Maulvibazar",Sylhet,1,Moulvibazar Sadar,Family
